Company,TypeName,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,4k,PPI,cpu_brand,HDD,SSD
ASUS,Ultrabook,16,Intel,Windows,0.91,103896.0,No,No,No,176.23257360658386,Intel Core i7,0,512
LENOVO,Notebook,8,Nvidia,Windows,2.3,53918.82719999999,Yes,No,No,141.21199808219862,Intel Core i5,0,256
TOSHIBA,Ultrabook,32,Intel,Windows,1.05,149130.72,No,Yes,No,165.6321180513006,Intel Core i7,0,512
ASUS,Gaming,8,Nvidia,Windows,1.99,71928.0,No,No,No,141.21199808219862,Intel Core i7,10,128
ACER,Notebook,8,AMD,Windows,2.2,30849.12,No,No,No,100.45466986113651,AMD,10,0
ASUS,Gaming,24,Nvidia,Windows,4.33,67612.31999999999,Yes,Yes,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Ultrabook,8,Intel,Windows,1.3,58554.72,Yes,No,No,125.36742798669837,Intel Core i5,0,1
LENOVO,Notebook,8,Intel,Windows,2.17,47893.39199999999,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,1.48,93186.72,No,No,No,157.3505121487356,Intel Core i7,0,10
LENOVO,Notebook,8,Intel,Windows,1.4,50562.72,Yes,No,No,165.6321180513006,Intel Core i3,0,256
LENOVO,Notebook,8,Intel,Windows,2.3,48538.08,Yes,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Netbook,4,Intel,Windows,1.2,18115.2,No,No,No,135.0942111925629,Intel Celeron,0,0
HP,Notebook,8,AMD,Windows,1.91,32979.7872,No,No,No,100.45466986113651,Intel Core i5,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.4,85194.72,Yes,Yes,No,158.48253022174808,Intel Core i5,0,256
LENOVO,Notebook,4,Intel,Windows,2.1,15930.72,No,No,No,111.93520355955211,Intel Celeron,500,0
LENOVO,Netbook,4,Intel,Others,1.25,14119.2,No,No,No,135.0942111925629,Intel Celeron,0,16
LENOVO,Notebook,8,Intel,Windows,1.44,50562.72,No,No,No,165.6321180513006,Intel Core i5,0,256
ASUS,Notebook,8,Intel,Windows,2.0,65214.72,No,No,No,141.21199808219862,Intel Core i7,10,256
ACER,Notebook,4,Nvidia,Windows,2.2,32660.64,Yes,No,No,141.21199808219862,Intel Core i5,10,0
HP,Ultrabook,8,Intel,Windows,1.34,70489.44,Yes,No,No,165.6321180513006,Intel Core i7,0,512
LENOVO,Gaming,8,Nvidia,No OS,2.4,61218.72,Yes,No,No,141.21199808219862,Intel Core i7,10,256
DELL,Ultrabook,8,Intel,Windows,1.29,47898.72,Yes,Yes,No,165.6321180513006,Intel Core i5,0,128
ACER,Notebook,4,Nvidia,Windows,2.2,34045.92,No,No,No,141.21199808219862,Intel Core i7,500,0
DELL,Notebook,8,Intel,Windows,2.18,44542.08,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Notebook,16,AMD,Windows,2.2,64961.10719999999,No,No,No,141.21199808219862,Intel Core i7,2000,256
XIAOMI,Notebook,16,Nvidia,No OS,1.95,74589.336,Yes,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Netbook,2,Intel,Windows,1.1,13053.6,No,No,No,135.0942111925629,Intel Celeron,0,0
HP,Notebook,4,Intel,Windows,2.04,27783.9216,No,Yes,No,100.45466986113651,Intel Core i5,10,0
ASUS,Gaming,24,Nvidia,Windows,2.24,158135.04,No,No,No,141.21199808219862,Intel Core i7,0,512
HP,Notebook,8,Nvidia,Windows,2.04,47365.92,No,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Gaming,16,Nvidia,Windows,3.0,80133.12,No,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Gaming,8,Nvidia,Windows,3.2,74538.72,Yes,No,No,141.21199808219862,Intel Core i7,10,256
HP,Ultrabook,8,Intel,Windows,1.32,74538.72,Yes,No,No,165.6321180513006,Intel Core i7,0,256
DELL,Notebook,8,Intel,Windows,1.64,68184.0144,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.63,36709.92,No,No,No,100.45466986113651,Intel Core i3,0,128
DELL,Notebook,8,AMD,Linux,2.8,47365.92,Yes,No,No,127.33567457123111,Intel Core i5,10,128
LENOVO,Notebook,8,Intel,Windows,2.02,71395.2,No,No,No,157.3505121487356,Intel Core i5,0,256
LENOVO,Notebook,4,Nvidia,Windows,2.2,42570.72,No,No,No,141.21199808219862,Intel Core i7,10,0
LENOVO,Notebook,8,Nvidia,No OS,2.2,24455.52,No,No,No,100.45466986113651,Intel Core i3,2000,0
DELL,Notebook,4,AMD,Windows,2.3,31168.8,No,No,No,141.21199808219862,Intel Core i5,500,0
DELL,Notebook,8,Intel,Windows,1.9,73366.56,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Gaming,16,Nvidia,Windows,4.42,160520.3856,Yes,No,No,127.33567457123111,Intel Core i7,10,128
TOSHIBA,Notebook,8,Intel,Windows,2.0,45820.8,Yes,No,No,141.21199808219862,Intel Core i5,500,0
ASUS,Notebook,8,Nvidia,Windows,2.0,69210.72,Yes,No,Yes,282.42399616439724,Intel Core i7,10,256
MEDIACOM,Notebook,4,Intel,Windows,1.2,19660.32,Yes,No,No,165.6321180513006,Intel Celeron,0,32
ASUS,Gaming,8,Nvidia,Windows,2.3,87858.72,Yes,No,No,141.21199808219862,Intel Core i5,10,128
DELL,Notebook,8,Nvidia,Windows,1.93,72940.31999999999,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Notebook,8,AMD,Windows,2.2,42486.0048,No,No,No,141.21199808219862,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.86,21258.1872,No,No,No,141.21199808219862,Others,0,256
HP,Gaming,12,Nvidia,Windows,2.62,95850.72,No,No,No,127.33567457123111,Intel Core i7,10,0
LENOVO,Notebook,8,Nvidia,Windows,1.87,45767.52,Yes,No,No,157.3505121487356,Intel Core i7,0,256
DELL,Ultrabook,8,Intel,Windows,1.2,74538.72,No,Yes,No,276.053530085501,Intel Core i7,0,256
DELL,Notebook,4,Intel,Windows,1.6,39207.1536,No,No,No,157.3505121487356,Intel Core i3,0,128
HP,Ultrabook,8,Intel,Windows,1.34,61005.6,Yes,No,No,276.053530085501,Intel Core i7,0,256
ACER,Gaming,8,Nvidia,Linux,2.4,42517.44,No,No,No,141.21199808219862,Intel Core i5,10,0
ASUS,Notebook,4,AMD,Windows,2.0,18594.72,No,No,No,100.45466986113651,AMD,500,0
HP,Notebook,4,Intel,Windows,2.1,37589.04,No,No,No,141.21199808219862,Intel Core i3,0,128
LENOVO,Notebook,4,Intel,Windows,1.87,41824.8,No,No,No,157.3505121487356,Intel Core i5,500,0
LENOVO,Notebook,4,Intel,No OS,2.15,24634.008,No,No,No,141.21199808219862,Intel Core i5,10,0
HP,Notebook,4,Intel,Windows,1.86,21152.16,No,No,No,141.21199808219862,Intel Core i3,500,0
LENOVO,Notebook,8,Intel,Windows,1.99,92121.12,Yes,No,No,141.21199808219862,Intel Core i7,0,512
LENOVO,Notebook,4,Intel,Windows,2.2,26586.72,No,No,No,141.21199808219862,Intel Core i3,0,128
DELL,Notebook,8,Intel,Windows,1.9,59513.2272,No,No,No,141.21199808219862,Intel Core i5,0,256
DELL,Gaming,16,Nvidia,Windows,4.42,143802.72,Yes,No,No,127.33567457123111,Intel Core i7,10,256
HP,Notebook,8,Intel,Windows,2.65,28992.312,No,No,No,106.11306214269258,Intel Core i3,10,0
HP,Notebook,8,Nvidia,Windows,2.63,68198.4,No,No,No,127.33567457123111,Intel Core i7,10,0
ASUS,Notebook,4,Intel,Linux,2.0,11934.72,No,No,No,100.45466986113651,Intel Celeron,500,0
MEDIACOM,Notebook,4,Intel,Windows,1.35,13586.4,Yes,No,No,165.6321180513006,Others,0,0
LENOVO,Notebook,6,Nvidia,Windows,2.8,50562.72,No,No,No,106.11306214269258,Intel Core i7,10,128
HP,Notebook,6,AMD,Windows,1.91,30310.992,Yes,No,No,141.21199808219862,AMD,0,128
DELL,Notebook,4,AMD,Windows,2.18,32921.712,No,No,No,100.45466986113651,Intel Core i3,10,0
ACER,2 in 1 Convertible,4,Intel,Windows,1.25,18594.72,Yes,Yes,No,189.90579052433606,Intel Celeron,0,0
LENOVO,Notebook,4,Intel,Windows,2.05,33566.4,No,No,No,141.21199808219862,Intel Core i3,0,128
HP,Ultrabook,16,Intel,Windows,1.16,104695.2,Yes,Yes,No,276.053530085501,Others,0,512
LENOVO,Notebook,8,Nvidia,Windows,3.4,159786.72,Yes,No,No,127.33567457123111,Intel Core i7,0,256
ASUS,Notebook,8,Nvidia,Windows,2.5,44701.92,No,No,No,141.21199808219862,Intel Core i5,10,128
DELL,Ultrabook,8,Intel,Windows,1.21,85194.72,Yes,Yes,Yes,331.2642361026012,Intel Core i5,0,128
DELL,Notebook,4,Intel,Windows,1.93,51095.52,No,No,No,100.45466986113651,Intel Core i5,500,0
FUJITSU,Notebook,8,Intel,Windows,2.2,39373.92,No,No,No,100.45466986113651,Intel Core i5,10,0
LENOVO,Notebook,4,Intel,Windows,2.2,18328.32,No,No,No,141.21199808219862,Others,500,0
LENOVO,Notebook,4,Intel,Windows,2.02,52747.2,No,No,No,111.93520355955211,Intel Core i5,500,0
HP,Workstation,8,Nvidia,Windows,3.14,99153.5472,No,No,No,106.11306214269258,Intel Core i5,500,0
HP,Notebook,8,Intel,Windows,1.94,20725.92,No,No,No,111.93520355955211,Others,2000,0
HP,Notebook,6,AMD,Windows,1.95,34578.72,Yes,No,No,141.21199808219862,AMD,0,256
LENOVO,Notebook,8,Intel,Windows,2.3,44222.4,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,4,Intel,Windows,2.05,36496.8,No,No,No,141.21199808219862,Intel Core i5,500,0
MEDIACOM,Notebook,4,Intel,Windows,1.4,13266.72,No,No,No,157.3505121487356,Others,0,32
TOSHIBA,Ultrabook,16,Intel,Windows,1.24,99367.2,No,Yes,No,157.3505121487356,Intel Core i7,0,512
LENOVO,Gaming,32,Nvidia,Windows,4.6,141884.63999999998,Yes,No,No,127.33567457123111,Intel Core i7,10,256
MSI,Gaming,16,Nvidia,Windows,4.14,145401.12,No,No,No,127.33567457123111,Intel Core i7,10,512
DELL,Notebook,8,AMD,Linux,2.2,39907.2528,No,No,No,141.21199808219862,Intel Core i7,0,256
MEDIACOM,Notebook,4,Intel,Windows,1.45,20725.92,Yes,No,No,157.3505121487356,Intel Celeron,0,32
DELL,Notebook,8,Intel,Windows,1.9,53733.94559999999,No,No,No,100.45466986113651,Intel Core i5,500,0
HP,Notebook,4,Intel,Windows,1.49,38308.32,No,No,No,165.6321180513006,Intel Core i3,0,128
DELL,Notebook,16,Nvidia,Windows,1.93,81912.13919999999,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Netbook,4,Intel,Others,1.26,15717.6,No,No,No,135.0942111925629,Intel Celeron,0,0
MSI,Gaming,16,Nvidia,Windows,4.5,125154.72,No,No,No,127.33567457123111,Intel Core i7,10,128
HP,Gaming,16,Nvidia,Windows,3.78,79813.44,Yes,No,No,127.33567457123111,Intel Core i7,10,256
LENOVO,Ultrabook,12,Intel,Windows,1.4,89137.44,Yes,No,No,157.3505121487356,Intel Core i7,0,256
LENOVO,Notebook,12,Intel,Windows,2.2,32447.52,No,Yes,No,100.45466986113651,Intel Core i7,10,0
ASUS,Gaming,8,Nvidia,Windows,2.73,94305.6,Yes,No,No,127.33567457123111,Intel Core i5,10,128
ASUS,2 in 1 Convertible,8,Intel,Windows,2.2,39373.92,No,Yes,No,100.45466986113651,Intel Core i5,10,0
LENOVO,Notebook,12,AMD,Windows,2.2,50562.72,No,No,No,141.21199808219862,AMD,0,512
DELL,2 in 1 Convertible,4,Intel,Windows,1.39,32127.84,No,Yes,No,135.0942111925629,Others,0,128
SAMSUNG,Notebook,16,Nvidia,Windows,2.5,90522.72,No,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Notebook,4,Intel,No OS,2.8,28185.12,No,No,No,127.33567457123111,Intel Core i3,500,0
LENOVO,Notebook,8,Intel,Windows,2.29,24455.52,No,No,No,100.45466986113651,Intel Core i3,10,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,107892.0,Yes,Yes,No,165.6321180513006,Intel Core i7,0,512
LENOVO,Notebook,8,Intel,Windows,1.7,78534.72,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,2 in 1 Convertible,8,Intel,Windows,1.34,88977.59999999999,No,Yes,No,176.23257360658386,Intel Core i5,0,256
DELL,Workstation,8,Nvidia,Windows,2.06,93932.64,No,Yes,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,8,Intel,Windows,1.84,64948.32,No,No,No,141.21199808219862,Intel Core i7,0,256
HP,Notebook,4,Intel,Windows,2.1,35616.6144,No,No,No,100.45466986113651,Intel Core i3,500,0
ACER,Notebook,4,Intel,Windows,1.6,17529.12,No,No,No,157.3505121487356,Intel Celeron,0,0
MSI,Gaming,16,Nvidia,Windows,4.14,117162.72,No,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Notebook,4,AMD,Linux,2.18,24775.2,No,No,No,100.45466986113651,Intel Core i3,10,0
MSI,Gaming,16,Nvidia,Windows,1.8,122490.72,No,No,Yes,282.42399616439724,Intel Core i7,2000,256
TOSHIBA,Notebook,8,Intel,Windows,2.2,74538.72,Yes,No,No,141.21199808219862,Intel Core i7,0,256
LENOVO,Notebook,6,Intel,Windows,2.4,30049.92,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,2.0,69210.72,Yes,Yes,No,141.21199808219862,Intel Core i7,0,256
ACER,Notebook,4,Intel,Windows,1.6,18594.72,No,No,No,111.93520355955211,Others,0,0
LENOVO,Notebook,32,Nvidia,Windows,2.5,261018.72,Yes,No,Yes,282.42399616439724,Others,0,10
DELL,Gaming,16,Nvidia,Windows,2.59,46833.6528,No,No,No,141.21199808219862,Intel Core i7,10,0
DELL,Notebook,4,Intel,Linux,2.18,23650.992,No,No,No,100.45466986113651,Intel Core i3,10,0
DELL,Notebook,4,Intel,Linux,2.25,19127.52,No,No,No,100.45466986113651,Intel Core i3,10,0
DELL,Notebook,4,Intel,Linux,1.93,46300.32,No,No,No,100.45466986113651,Intel Core i5,500,0
ASUS,Gaming,8,Nvidia,Windows,3.0,62231.04,No,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Notebook,4,AMD,Linux,2.18,30316.32,No,No,No,141.21199808219862,Intel Core i5,0,128
HP,Ultrabook,8,Intel,Windows,1.84,74005.92,No,No,No,141.21199808219862,Intel Core i7,0,512
MSI,Gaming,16,Nvidia,Windows,2.94,120831.5808,No,No,No,141.21199808219862,Intel Core i7,10,256
ACER,2 in 1 Convertible,4,Intel,Others,1.25,20193.12,Yes,Yes,No,135.0942111925629,Intel Celeron,0,0
HP,Notebook,8,Intel,Windows,2.31,59886.72,No,No,No,111.93520355955211,Intel Core i5,0,256
LENOVO,Notebook,8,Intel,Windows,1.65,78055.2,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,4,AMD,Windows,2.2,41345.28,No,No,No,141.21199808219862,Intel Core i5,10,0
FUJITSU,Notebook,8,Intel,Windows,2.2,42570.72,No,No,No,100.45466986113651,Intel Core i5,0,256
HP,Notebook,4,Intel,Windows,1.88,49656.96,No,No,No,100.45466986113651,Intel Core i5,500,0
LENOVO,Notebook,8,Nvidia,Windows,2.2,47898.72,No,No,No,141.21199808219862,Intel Core i7,10,0
MEDIACOM,Notebook,2,Intel,Windows,1.4,12733.92,No,No,No,157.3505121487356,Others,0,0
LENOVO,Notebook,4,Intel,No OS,2.2,24935.04,No,No,No,141.21199808219862,Intel Core i5,0,128
ASUS,2 in 1 Convertible,6,Intel,Windows,1.5,34046.4528,No,Yes,No,165.6321180513006,Intel Core i5,10,0
DELL,Notebook,8,Nvidia,Windows,2.0,96969.6,No,No,No,141.21199808219862,Intel Core i7,0,256
ASUS,Ultrabook,16,Intel,Windows,1.1,101232.0,No,No,No,157.3505121487356,Intel Core i7,0,512
DELL,Gaming,16,Nvidia,Windows,2.62,78801.12,No,No,No,141.21199808219862,Intel Core i7,10,256
LENOVO,Notebook,4,Intel,Windows,1.8,44169.12,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,4,Nvidia,Windows,2.2,30849.12,No,No,No,141.21199808219862,Intel Core i3,10,0
ASUS,Notebook,8,Intel,Windows,2.0,21258.72,No,No,No,100.45466986113651,Intel Celeron,10,0
ASUS,Notebook,8,Nvidia,Windows,1.99,48304.7136,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Ultrabook,8,Intel,Windows,1.23,99580.32,No,Yes,No,276.053530085501,Intel Core i5,0,256
LENOVO,Notebook,2,Intel,Windows,1.42,13266.72,No,No,No,111.93520355955211,Intel Celeron,0,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.37,93635.3376,Yes,Yes,No,165.6321180513006,Intel Core i7,0,256
DELL,Notebook,16,Nvidia,Windows,2.06,127818.72,No,Yes,Yes,282.42399616439724,Intel Core i7,0,10
LENOVO,Gaming,8,Nvidia,Windows,2.5,59087.52,Yes,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,8,AMD,Windows,2.6,27753.552,No,No,No,107.98564559226952,AMD,10,0
LENOVO,Ultrabook,16,Intel,Windows,1.14,130536.0,Yes,No,No,157.3505121487356,Intel Core i7,0,512
ASUS,Gaming,8,Nvidia,No OS,2.5,62284.32,Yes,No,No,141.21199808219862,Intel Core i7,10,0
ACER,Notebook,4,Intel,Windows,2.4,23976.0,No,No,No,100.45466986113651,Intel Core i3,500,0
LENOVO,Notebook,4,Intel,Windows,1.43,14598.72,No,No,No,111.93520355955211,Intel Celeron,0,0
ACER,Ultrabook,8,Intel,Windows,1.8,48964.32,Yes,No,No,157.3505121487356,Intel Core i5,0,256
RAZER,Gaming,16,Nvidia,Windows,1.95,138474.72,No,No,No,157.3505121487356,Intel Core i7,0,256
TOSHIBA,Notebook,8,Intel,Windows,1.2,64628.64,No,No,No,165.6321180513006,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.36,84395.52,Yes,No,No,176.23257360658386,Intel Core i7,0,256
ASUS,Gaming,32,Nvidia,Windows,3.8,149130.72,Yes,No,No,127.33567457123111,Intel Core i7,0,512
ACER,Gaming,8,Nvidia,Linux,2.4,37775.52,No,No,No,141.21199808219862,Intel Core i5,10,0
DELL,Ultrabook,8,Intel,Windows,1.2,77250.672,No,No,No,165.6321180513006,Intel Core i5,0,256
MSI,Gaming,8,Nvidia,Windows,2.2,63499.10399999999,No,No,No,141.21199808219862,Intel Core i7,10,128
HP,Notebook,4,Intel,No OS,1.86,19441.872,No,No,No,100.45466986113651,Intel Core i3,500,0
TOSHIBA,Notebook,8,Intel,Windows,2.0,56689.92,Yes,No,No,141.21199808219862,Intel Core i5,500,0
DELL,Notebook,8,AMD,Windows,2.2,48964.32,No,No,No,141.21199808219862,Intel Core i7,0,256
DELL,Notebook,16,AMD,Windows,2.2,60472.8,No,No,No,141.21199808219862,Intel Core i7,2000,256
LENOVO,Gaming,8,Nvidia,Windows,3.31,63722.88,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Gaming,32,Nvidia,Windows,4.42,167691.8736,Yes,No,Yes,254.67134914246222,Intel Core i7,10,512
DELL,Notebook,8,Intel,Windows,1.56,65481.12,No,No,No,157.3505121487356,Intel Core i5,0,256
LENOVO,Notebook,4,Intel,Windows,2.2,22324.32,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,4,Intel,Windows,2.2,28504.8,No,No,No,141.21199808219862,Intel Core i5,500,0
HP,Notebook,6,AMD,Windows,2.04,28717.92,No,No,No,141.21199808219862,Intel Core i3,10,0
MSI,Gaming,8,Nvidia,Windows,2.7,79215.1056,No,No,No,127.33567457123111,Intel Core i7,10,128
TOSHIBA,Notebook,4,Intel,Windows,2.1,26533.44,No,No,No,100.45466986113651,Intel Core i3,0,128
DELL,Notebook,8,Intel,Windows,2.06,50882.4,No,No,No,141.21199808219862,Intel Core i5,10,0
HP,Notebook,8,AMD,Windows,2.1,39693.6,No,No,No,141.21199808219862,Intel Core i7,10,0
TOSHIBA,Notebook,8,Intel,Windows,2.0,67026.23999999999,Yes,No,No,141.21199808219862,Intel Core i5,0,256
ACER,Notebook,4,Intel,Linux,2.1,21951.36,No,No,No,100.45466986113651,Intel Core i3,0,128
MICROSOFT,Ultrabook,8,Intel,Windows,1.252,99519.048,No,Yes,No,200.84255993695703,Intel Core i7,0,256
LENOVO,Notebook,8,AMD,Windows,1.9,43580.376,No,No,No,141.21199808219862,Intel Core i5,10,128
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.3,55091.52,Yes,Yes,No,165.6321180513006,Intel Core i5,0,256
LENOVO,Notebook,4,AMD,Windows,2.2,18594.72,No,No,No,100.45466986113651,AMD,0,128
HP,2 in 1 Convertible,4,Nvidia,Windows,1.63,37242.72,Yes,Yes,No,157.3505121487356,Intel Core i3,0,128
MSI,Gaming,16,Nvidia,Windows,2.4,68944.31999999999,No,No,No,141.21199808219862,Intel Core i7,10,256
ASUS,Ultrabook,8,Intel,Windows,1.1,60472.8,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,2 in 1 Convertible,8,Intel,Others,1.4,26373.6,No,Yes,No,135.0942111925629,Intel Celeron,0,0
LG,Ultrabook,8,Intel,Windows,1.09,122490.72,Yes,No,No,141.21199808219862,Intel Core i7,0,512
ACER,Gaming,16,Nvidia,Windows,2.5,69210.72,No,No,No,141.21199808219862,Intel Core i5,0,256
MSI,Gaming,8,Nvidia,Windows,2.2,53168.112,No,No,No,141.21199808219862,Intel Core i5,0,256
ASUS,Notebook,4,Intel,Windows,1.86,22324.32,No,No,No,100.45466986113651,Intel Celeron,0,128
DELL,Gaming,16,Nvidia,Windows,3.21,109277.28,No,No,No,141.21199808219862,Intel Core i5,10,128
HP,Notebook,4,AMD,Windows,2.5,37242.72,Yes,No,No,127.33567457123111,Intel Core i3,0,256
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.19,79866.72,Yes,Yes,No,165.6321180513006,Intel Core i7,0,512
DELL,Gaming,16,Nvidia,Windows,3.49,149916.6,No,No,No,141.21199808219862,Intel Core i7,10,256
HP,Notebook,4,AMD,Windows,1.86,32639.8608,No,No,No,100.45466986113651,Intel Core i5,500,0
DELL,Notebook,4,AMD,Windows,2.2,29073.297599999994,No,No,No,100.45466986113651,Intel Core i3,10,0
HP,Notebook,6,AMD,Windows,2.65,30316.32,Yes,No,No,127.33567457123111,AMD,2000,0
LENOVO,Notebook,4,Intel,Windows,2.1,16943.04,No,No,No,100.45466986113651,Intel Celeron,500,0
ACER,Notebook,4,Intel,Others,1.45,19980.0,No,No,No,111.93520355955211,Intel Celeron,0,0
LENOVO,Notebook,4,Intel,Windows,1.7,37242.72,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Workstation,8,Nvidia,Windows,3.14,101657.7072,No,No,No,127.33567457123111,Intel Core i7,500,0
LENOVO,2 in 1 Convertible,8,Intel,Windows,1.42,137995.19999999998,No,Yes,No,209.8006828649808,Intel Core i7,0,256
TOSHIBA,Notebook,8,Intel,Windows,1.5,51841.44,Yes,No,No,165.6321180513006,Intel Core i5,0,256
ACER,Netbook,4,Intel,Windows,1.4,14332.32,No,No,No,135.0942111925629,Intel Celeron,0,0
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.38,93186.72,No,Yes,No,157.3505121487356,Intel Core i7,0,512
ASUS,2 in 1 Convertible,4,Intel,Others,1.2,35644.32,No,Yes,No,176.23257360658386,Others,0,0
TOSHIBA,Ultrabook,16,Intel,Windows,1.36,100006.56,No,Yes,No,165.6321180513006,Intel Core i7,0,512
HP,Notebook,4,AMD,Windows,2.1,36709.92,Yes,No,No,141.21199808219862,Intel Core i7,500,0
DELL,Gaming,8,Nvidia,Windows,2.56,43636.32,No,No,No,141.21199808219862,Intel Core i5,10,0
LENOVO,Notebook,4,AMD,Windows,2.2,21258.72,No,No,No,141.21199808219862,AMD,0,256
LENOVO,Notebook,8,AMD,Windows,2.2,22857.12,No,No,No,100.45466986113651,AMD,10,0
LENOVO,Notebook,4,Intel,Windows,2.1,33110.856,No,No,No,141.21199808219862,Intel Core i5,20,0
LENOVO,Notebook,4,Intel,No OS,1.9,23976.0,No,No,No,100.45466986113651,Intel Core i3,500,0
DELL,Notebook,8,Intel,Windows,2.18,42357.6,No,No,No,141.21199808219862,Intel Core i5,0,256
ACER,2 in 1 Convertible,8,Intel,Windows,1.6,53226.72,Yes,Yes,No,165.6321180513006,Intel Core i5,0,256
LENOVO,Workstation,16,Nvidia,Windows,2.18,98834.4,No,No,No,141.21199808219862,Intel Core i7,0,512
LENOVO,Notebook,8,Intel,Windows,1.8,63456.48,No,No,No,157.3505121487356,Intel Core i5,0,256
HP,Notebook,6,AMD,Windows,2.71,34898.932799999995,Yes,No,No,127.33567457123111,AMD,2000,0
LENOVO,Gaming,8,Nvidia,Windows,2.5,66546.72,Yes,No,No,141.21199808219862,Intel Core i7,10,128
DELL,Notebook,8,Nvidia,Linux,1.64,58021.92,No,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,8,Intel,Linux,1.98,38681.28,No,No,No,141.21199808219862,Intel Core i5,10,0
ASUS,Notebook,4,Intel,Windows,1.5,15877.44,No,No,No,157.3505121487356,Intel Celeron,0,0
DELL,Notebook,16,Intel,Windows,1.93,76012.44480000001,No,No,No,141.21199808219862,Intel Core i5,0,512
LENOVO,Notebook,8,Nvidia,Windows,1.87,45664.6896,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,8,Intel,Windows,1.9,62817.12,No,No,No,141.21199808219862,Intel Core i5,0,256
LENOVO,Notebook,4,AMD,Windows,2.19,15877.44,No,No,No,100.45466986113651,AMD,500,0
MEDIACOM,Notebook,4,Intel,Windows,1.4,14119.2,Yes,No,No,161.72539083525606,Others,32,0
HP,Notebook,8,Nvidia,Windows,2.63,63936.0,No,No,No,127.33567457123111,Intel Core i7,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.17,89864.1792,Yes,No,No,209.8006828649808,Intel Core i7,0,512
HP,2 in 1 Convertible,8,Intel,Windows,1.58,44574.048,Yes,Yes,No,117.82653006268643,Intel Core i5,0,256
LENOVO,Ultrabook,8,Intel,Windows,1.32,79866.72,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Gaming,32,Nvidia,Windows,4.36,194972.832,No,No,Yes,254.67134914246222,Intel Core i7,10,10
MSI,Gaming,8,Nvidia,Windows,2.7,71847.0144,No,No,No,127.33567457123111,Intel Core i7,10,128
LENOVO,Notebook,4,Intel,No OS,1.9,26101.872,No,No,No,100.45466986113651,Intel Core i5,10,0
DELL,Notebook,8,AMD,Windows,2.2,38308.32,No,No,No,141.21199808219862,Intel Core i5,10,128
DELL,2 in 1 Convertible,4,Intel,Windows,1.71,34578.72,No,Yes,No,165.6321180513006,Intel Core i3,10,0
DELL,Notebook,8,AMD,Linux,2.32,31409.6256,No,No,No,100.45466986113651,Intel Core i5,10,0
HP,Notebook,4,AMD,Windows,2.1,26053.92,No,No,No,141.21199808219862,AMD,10,0
ACER,Gaming,16,Nvidia,Windows,4.2,103096.8,Yes,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Notebook,12,Intel,Windows,2.25,34578.72,No,No,No,100.45466986113651,Intel Core i5,10,0
HP,Notebook,6,AMD,Windows,2.1,34632.0,No,No,No,141.21199808219862,AMD,10,128
ACER,Notebook,4,Intel,Windows,2.4,29783.52,No,No,No,100.45466986113651,Intel Core i5,500,0
